actor,emotion,filepath
6,sad,./Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-02-02-06.wav
6,disgust,./Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-02-01-06.wav
6,disgust,./Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-01-01-06.wav
6,sad,./Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-01-02-06.wav
6,fearful,./Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-01-02-06.wav
6,angry,./Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-01-01-06.wav
6,angry,./Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-02-01-06.wav
6,fearful,./Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-02-02-06.wav
6,surprised,./Audio_Speech_Actors_01-24/Actor_06/03-01-08-01-02-02-06.wav
6,surprised,./Audio_Speech_Actors_01-24/Actor_06/03-01-08-02-01-02-06.wav
6,disgust,./Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-01-02-06.wav
6,sad,./Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-01-01-06.wav
6,sad,./Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-02-01-06.wav
6,disgust,./Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-02-02-06.wav
6,angry,./Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-02-02-06.wav
6,fearful,./Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-02-01-06.wav
6,fearful,./Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-01-01-06.wav
6,angry,./Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-01-02-06.wav
6,calm,./Audio_Speech_Actors_01-24/Actor_06/03-01-02-01-01-02-06.wav
6,neutral,./Audio_Speech_Actors_01-24/Actor_06/03-01-01-01-01-01-06.wav
6,calm,./Audio_Speech_Actors_01-24/Actor_06/03-01-02-02-02-02-06.wav
6,happy,./Audio_Speech_Actors_01-24/Actor_06/03-01-03-01-02-01-06.wav
6,happy,./Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-01-01-06.wav
6,surprised,./Audio_Speech_Actors_01-24/Actor_06/03-01-08-02-02-02-06.wav
6,surprised,./Audio_Speech_Actors_01-24/Actor_06/03-01-08-01-01-02-06.wav
6,fearful,./Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-02-01-06.wav
6,angry,./Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-02-02-06.wav
6,angry,./Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-01-02-06.wav
6,fearful,./Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-01-01-06.wav
6,sad,./Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-01-01-06.wav
6,disgust,./Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-01-02-06.wav
6,disgust,./Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-02-02-06.wav
6,sad,./Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-02-01-06.wav
6,happy,./Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-02-01-06.wav
6,happy,./Audio_Speech_Actors_01-24/Actor_06/03-01-03-01-01-01-06.wav
6,calm,./Audio_Speech_Actors_01-24/Actor_06/03-01-02-02-01-02-06.wav
6,calm,./Audio_Speech_Actors_01-24/Actor_06/03-01-02-01-02-02-06.wav
6,neutral,./Audio_Speech_Actors_01-24/Actor_06/03-01-01-01-02-01-06.wav
6,happy,./Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-01-02-06.wav
6,happy,./Audio_Speech_Actors_01-24/Actor_06/03-01-03-01-02-02-06.wav
6,calm,./Audio_Speech_Actors_01-24/Actor_06/03-01-02-02-02-01-06.wav
6,neutral,./Audio_Speech_Actors_01-24/Actor_06/03-01-01-01-01-02-06.wav
6,calm,./Audio_Speech_Actors_01-24/Actor_06/03-01-02-01-01-01-06.wav
6,surprised,./Audio_Speech_Actors_01-24/Actor_06/03-01-08-02-01-01-06.wav
6,surprised,./Audio_Speech_Actors_01-24/Actor_06/03-01-08-01-02-01-06.wav
6,angry,./Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-01-01-06.wav
6,fearful,./Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-01-02-06.wav
6,fearful,./Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-02-02-06.wav
6,angry,./Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-02-01-06.wav
6,disgust,./Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-02-01-06.wav
6,sad,./Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-02-02-06.wav
6,sad,./Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-01-02-06.wav
6,disgust,./Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-01-01-06.wav
7,happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-02-02-07.wav
7,happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-01-02-07.wav
7,calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-01-01-07.wav
7,calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-02-01-07.wav
7,neutral,./Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-02-02-07.wav
7,surprised,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-02-01-07.wav
7,surprised,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-01-01-07.wav
7,fearful,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-02-02-07.wav
7,angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-02-01-07.wav
7,angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-01-01-07.wav
7,fearful,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-01-02-07.wav
7,sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-01-02-07.wav
7,disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-01-01-07.wav
7,disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-02-01-07.wav
7,sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-02-02-07.wav
7,surprised,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-01-02-07.wav
7,surprised,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-02-02-07.wav
7,angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-01-02-07.wav
7,fearful,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-01-01-07.wav
7,fearful,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-02-01-07.wav
7,angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-02-02-07.wav
7,disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-02-02-07.wav
7,sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-02-01-07.wav
7,sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-01-01-07.wav
7,disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-01-02-07.wav
7,happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-01-01-07.wav
7,happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-02-01-07.wav
7,calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-02-02-07.wav
7,neutral,./Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-01-01-07.wav
7,calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-01-02-07.wav
7,surprised,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-01-02-07.wav
7,surprised,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-02-02-07.wav
7,sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-02-01-07.wav
7,disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-02-02-07.wav
7,disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-01-02-07.wav
7,sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-01-01-07.wav
7,fearful,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-01-01-07.wav
7,angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-01-02-07.wav
7,angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-02-02-07.wav
7,fearful,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-02-01-07.wav
7,neutral,./Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-02-01-07.wav
7,calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-02-02-07.wav
7,calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-01-02-07.wav
7,happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-01-01-07.wav
7,happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-02-01-07.wav
7,calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-01-01-07.wav
7,neutral,./Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-01-02-07.wav
7,calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-02-01-07.wav
7,happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-02-02-07.wav
7,happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-01-02-07.wav
7,surprised,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-02-01-07.wav
7,surprised,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-01-01-07.wav
7,disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-01-01-07.wav
7,sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-01-02-07.wav
7,sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-02-02-07.wav
7,disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-02-01-07.wav
7,angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-02-01-07.wav
7,fearful,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-02-02-07.wav
7,fearful,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-01-02-07.wav
7,angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-01-01-07.wav
8,surprised,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-01-02-01-08.wav
8,surprised,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-02-01-01-08.wav
8,disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-02-01-01-08.wav
8,sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-01-02-08.wav
8,sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-02-02-08.wav
8,disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-02-01-08.wav
8,angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-02-01-08.wav
8,fearful,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-02-02-08.wav
8,fearful,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-01-02-08.wav
8,angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-01-01-08.wav
8,calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-01-01-08.wav
8,neutral,./Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-01-02-08.wav
8,calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-02-01-08.wav
8,happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-02-02-08.wav
8,happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-01-02-08.wav
8,neutral,./Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-02-01-08.wav
8,calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-02-02-08.wav
8,calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-01-02-08.wav
8,happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-01-01-08.wav
8,happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-02-01-08.wav
8,surprised,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-01-01-02-08.wav
8,surprised,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-02-02-02-08.wav
8,sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-02-01-08.wav
8,disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-02-02-02-08.wav
8,disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-01-02-08.wav
8,sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-01-01-08.wav
8,fearful,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-01-01-08.wav
8,angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-01-02-08.wav
8,angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-02-02-08.wav
8,fearful,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-02-01-08.wav
8,happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-01-01-08.wav
8,happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-02-01-08.wav
8,calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-02-02-08.wav
8,neutral,./Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-01-01-08.wav
8,calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-01-02-08.wav
8,surprised,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-02-01-02-08.wav
8,surprised,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-01-02-02-08.wav
8,angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-01-02-08.wav
8,fearful,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-01-01-08.wav
8,fearful,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-02-01-08.wav
8,angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-02-02-08.wav
8,disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-02-02-08.wav
8,sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-02-01-08.wav
8,sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-01-01-08.wav
8,disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-02-01-02-08.wav
8,surprised,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-02-02-01-08.wav
8,surprised,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-01-01-01-08.wav
8,fearful,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-02-02-08.wav
8,angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-02-01-08.wav
8,angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-01-01-08.wav
8,fearful,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-01-02-08.wav
8,sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-01-02-08.wav
8,disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-01-01-08.wav
8,disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-02-02-01-08.wav
8,sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-02-02-08.wav
8,happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-02-02-08.wav
8,happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-01-02-08.wav
8,calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-01-01-08.wav
8,calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-02-01-08.wav
8,neutral,./Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-02-02-08.wav
9,surprised,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-02-01-01-09.wav
9,surprised,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-01-02-01-09.wav
9,angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-01-01-09.wav
9,fearful,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-01-02-09.wav
9,fearful,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-02-02-02-09.wav
9,angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-02-01-09.wav
9,disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-01-02-01-09.wav
9,sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-02-02-09.wav
9,sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-01-02-09.wav
9,disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-02-01-01-09.wav
9,happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-01-02-09.wav
9,happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-02-02-09.wav
9,calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-02-01-09.wav
9,neutral,./Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-01-02-09.wav
9,calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-01-01-09.wav
9,happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-02-01-09.wav
9,happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-01-01-09.wav
9,calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-01-02-09.wav
9,calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-02-02-09.wav
9,neutral,./Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-02-01-09.wav
9,surprised,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-02-02-02-09.wav
9,surprised,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-01-01-02-09.wav
9,fearful,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-02-01-09.wav
9,angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-02-02-09.wav
9,angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-01-02-09.wav
9,fearful,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-02-01-01-09.wav
9,sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-01-01-09.wav
9,disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-01-01-02-09.wav
9,disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-02-02-02-09.wav
9,sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-02-01-09.wav
9,calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-01-02-09.wav
9,neutral,./Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-01-01-09.wav
9,calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-02-02-09.wav
9,happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-02-01-09.wav
9,happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-01-01-09.wav
9,surprised,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-01-02-02-09.wav
9,surprised,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-02-01-02-09.wav
9,disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-02-01-02-09.wav
9,sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-01-01-09.wav
9,sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-02-01-09.wav
9,disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-01-02-02-09.wav
9,angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-02-02-09.wav
9,fearful,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-02-02-01-09.wav
9,fearful,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-01-01-09.wav
9,angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-01-02-09.wav
9,surprised,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-01-01-01-09.wav
9,surprised,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-02-02-01-09.wav
9,sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-02-02-09.wav
9,disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-02-02-01-09.wav
9,disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-01-01-01-09.wav
9,sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-01-02-09.wav
9,fearful,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-02-01-02-09.wav
9,angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-01-01-09.wav
9,angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-02-01-09.wav
9,fearful,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-02-02-09.wav
9,neutral,./Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-02-02-09.wav
9,calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-02-01-09.wav
9,calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-01-01-09.wav
9,happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-01-02-09.wav
9,happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-02-02-09.wav
10,happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-02-02-10.wav
10,happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-01-02-10.wav
10,calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-01-01-10.wav
10,calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-02-01-10.wav
10,neutral,./Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-02-02-10.wav
10,fearful,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-02-02-10.wav
10,angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-02-01-10.wav
10,angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-01-01-10.wav
10,fearful,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-01-02-10.wav
10,sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-01-02-10.wav
10,disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-01-01-10.wav
10,disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-02-01-10.wav
10,sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-02-02-10.wav
10,surprised,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-02-01-10.wav
10,surprised,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-01-01-10.wav
10,angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-01-02-10.wav
10,fearful,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-01-01-10.wav
10,fearful,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-02-01-10.wav
10,angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-02-02-10.wav
10,disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-02-02-10.wav
10,sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-02-01-10.wav
10,sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-01-01-10.wav
10,disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-01-02-10.wav
10,surprised,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-01-02-10.wav
10,surprised,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-02-02-10.wav
10,happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-01-01-10.wav
10,happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-02-01-10.wav
10,calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-02-02-10.wav
10,neutral,./Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-01-01-10.wav
10,calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-01-02-10.wav
10,sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-02-01-10.wav
10,disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-02-02-10.wav
10,disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-01-02-10.wav
10,sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-01-01-10.wav
10,fearful,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-01-01-10.wav
10,angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-01-02-10.wav
10,angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-02-02-10.wav
10,fearful,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-02-01-10.wav
10,surprised,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-01-02-10.wav
10,surprised,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-02-02-10.wav
10,neutral,./Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-02-01-10.wav
10,calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-02-02-10.wav
10,calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-01-02-10.wav
10,happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-01-01-10.wav
10,happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-02-01-10.wav
10,calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-01-01-10.wav
10,neutral,./Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-01-02-10.wav
10,calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-02-01-10.wav
10,happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-02-02-10.wav
10,happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-01-02-10.wav
10,disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-01-01-10.wav
10,sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-01-02-10.wav
10,sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-02-02-10.wav
10,disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-02-01-10.wav
10,angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-02-01-10.wav
10,fearful,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-02-02-10.wav
10,fearful,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-01-02-10.wav
10,angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-01-01-10.wav
10,surprised,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-02-01-10.wav
10,surprised,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-01-01-10.wav
11,neutral,./Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-02-02-11.wav
11,calm,./Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-02-01-11.wav
11,calm,./Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-01-01-11.wav
11,happy,./Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-02-11.wav
11,happy,./Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-02-02-11.wav
11,sad,./Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-02-02-11.wav
11,disgust,./Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-02-01-11.wav
11,disgust,./Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-01-01-11.wav
11,sad,./Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-02-11.wav
11,fearful,./Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-01-02-11.wav
11,angry,./Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-01-11.wav
11,angry,./Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-02-01-11.wav
11,fearful,./Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-02-02-11.wav
11,surprised,./Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-01-01-11.wav
